row_id,column,value,error_type,violated_rule,reason,suggested_fix,confidence
866,EmergencyService,yxs,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10044' 时 EmergencyService 多数为 'yes'(96%, n=24), 但此处为 'yxs'",yes,0.958
889,EmergencyService,yex,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10045' 时 EmergencyService 多数为 'yes'(96%, n=23), 但此处为 'yex'",yes,0.957
919,EmergencyService,yex,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10046' 时 EmergencyService 多数为 'yes'(93%, n=28), 但此处为 'yex'",yes,0.929
921,EmergencyService,yxs,VAD,fd:ProviderNumber->EmergencyService,"违反依赖 ProviderNumber->EmergencyService: 当 ProviderNumber='10046' 时 EmergencyService 多数为 'yes'(93%, n=28), 但此处为 'yxs'",yes,0.929
393,Address,124xsxmemorialxdr,VAD,fd:HospitalName->Address,"违反依赖 HospitalName->Address: 当 HospitalName='prattville baptist hospital' 时 Address 多数为 '124 s memorial dr'(90%, n=20), 但此处为 '124xsxmemorialxdr'",124 s memorial dr,0.9
559,State,xl,VAD,fd:HospitalName->State,"违反依赖 HospitalName->State: 当 HospitalName='jackson hospital & clinic inc' 时 State 多数为 'al'(96%, n=24), 但此处为 'xl'",al,0.958
350,EmergencyService,yxs,VAD,fd:City->EmergencyService,"违反依赖 City->EmergencyService: 当 City='birmingham' 时 EmergencyService 多数为 'yes'(97%, n=75), 但此处为 'yxs'",yes,0.973
0,MeasureName,surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='scip-card-2' 时 MeasureName 多数为 'surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery'(92%, n=40), 但此处为 'surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery'",surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0.925
111,MeasureName,surgery patiexts who were takixg heart drugs called beta blockers before comixg to the hospital who were kept ox the beta blockers durixg the period just before axd after their surgery,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='scip-card-2' 时 MeasureName 多数为 'surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery'(92%, n=40), 但此处为 'surgery patiexts who were takixg heart drugs called beta blockers before comixg to the hospital who were kept ox the beta blockers durixg the period just before axd after their surgery'",surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0.925
210,MeasureName,pneumoniaxpatientsxassessedxandxgivenxinfluenzaxvaccination,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='pn-7' 时 MeasureName 多数为 'pneumonia patients assessed and given influenza vaccination'(90%, n=40), 但此处为 'pneumoniaxpatientsxassessedxandxgivenxinfluenzaxvaccination'",pneumonia patients assessed and given influenza vaccination,0.9
256,MeasureName,pneumonxa patxents whose inxtxal emergency room blood culture was performed prxor to the admxnxstratxon of the fxrst hospxtal dose of antxbxotxcs,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='pn-3b' 时 MeasureName 多数为 'pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics'(95%, n=40), 但此处为 'pneumonxa patxents whose inxtxal emergency room blood culture was performed prxor to the admxnxstratxon of the fxrst hospxtal dose of antxbxotxcs'",pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.95
281,MeasureName,pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='pn-3b' 时 MeasureName 多数为 'pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics'(95%, n=40), 但此处为 'pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics'",pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,0.95
290,MeasureName,all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='scip-inf-4' 时 MeasureName 多数为 'all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery'(92%, n=36), 但此处为 'all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx'",all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0.917
346,MeasureName,surgery pxtients whose doctors ordered trextments to prevent blood clots xfter certxin types of surgeries,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='scip-vte-1' 时 MeasureName 多数为 'surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries'(97%, n=36), 但此处为 'surgery pxtients whose doctors ordered trextments to prevent blood clots xfter certxin types of surgeries'",surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,0.972
380,MeasureName,heaxt attack patients given aspixin at dischaxge,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='ami-2' 时 MeasureName 多数为 'heart attack patients given aspirin at discharge'(95%, n=39), 但此处为 'heaxt attack patients given aspixin at dischaxge'",heart attack patients given aspirin at discharge,0.949
434,MeasureName,heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='hf-3' 时 MeasureName 多数为 'heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)'(95%, n=41), 但此处为 'heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd)'",heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0.951
447,MeasureName,surgeryxpatientsxneedingxhairxremovedxfromxthexsurgicalxareaxbeforexsurgery& xwhoxhadxhairxremovedxusingxaxsaferxmethodx(electricxclippersxorxhairxremovalxcreamxï¿½cxnotxaxrazor),VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='scip-inf-6' 时 MeasureName 多数为 'surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)'(95%, n=37), 但此处为 'surgeryxpatientsxneedingxhairxremovedxfromxthexsurgicalxareaxbeforexsurgery& xwhoxhadxhairxremovedxusingxaxsaferxmethodx(electricxclippersxorxhairxremovalxcreamxï¿½cxnotxaxrazor)'",surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),0.946
473,MeasureName,heaxt failuxe patients given dischaxge instxuctions,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='hf-1' 时 MeasureName 多数为 'heart failure patients given discharge instructions'(97%, n=36), 但此处为 'heaxt failuxe patients given dischaxge instxuctions'",heart failure patients given discharge instructions,0.972
493,MeasureName,hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='ami-3' 时 MeasureName 多数为 'heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)'(97%, n=39), 但此处为 'hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd)'",heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),0.974
507,MeasureName,pneumonix pxtients assessed xnd given influenzx vxccinxtion,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='pn-7' 时 MeasureName 多数为 'pneumonia patients assessed and given influenza vaccination'(90%, n=40), 但此处为 'pneumonix pxtients assessed xnd given influenzx vxccinxtion'",pneumonia patients assessed and given influenza vaccination,0.9
532,MeasureName,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='pn-7' 时 MeasureName 多数为 'pneumonia patients assessed and given influenza vaccination'(90%, n=40), 但此处为 'pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox'",pneumonia patients assessed and given influenza vaccination,0.9
545,MeasureName,heaxt attack patients given beta blockex at dischaxge,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='ami-5' 时 MeasureName 多数为 'heart attack patients given beta blocker at discharge'(97%, n=39), 但此处为 'heaxt attack patients given beta blockex at dischaxge'",heart attack patients given beta blocker at discharge,0.974
562,MeasureName,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='scip-inf-4' 时 MeasureName 多数为 'all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery'(92%, n=36), 但此处为 'allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery'",all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0.917
612,MeasureName,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='scip-inf-4' 时 MeasureName 多数为 'all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery'(92%, n=36), 但此处为 'all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy'",all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0.917
651,MeasureName,heart faxlure patxents gxven smokxng cessatxon advxce/counselxng,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='hf-4' 时 MeasureName 多数为 'heart failure patients given smoking cessation advice/counseling'(92%, n=40), 但此处为 'heart faxlure patxents gxven smokxng cessatxon advxce/counselxng'",heart failure patients given smoking cessation advice/counseling,0.925
672,MeasureName,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='ami-8a' 时 MeasureName 多数为 'heart attack patients given pci within 90 minutes of arrival'(97%, n=39), 但此处为 'heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival'",heart attack patients given pci within 90 minutes of arrival,0.974
705,MeasureName,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='pn-5c' 时 MeasureName 多数为 'pneumonia patients given initial antibiotic(s) within 6 hours after arrival'(95%, n=38), 但此处为 'pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival'",pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.947
706,MeasureName,pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s),VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='pn-6' 时 MeasureName 多数为 'pneumonia patients given the most appropriate initial antibiotic(s)'(97%, n=39), 但此处为 'pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s)'",pneumonia patients given the most appropriate initial antibiotic(s),0.974
713,MeasureName,surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor),VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='scip-inf-6' 时 MeasureName 多数为 'surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)'(95%, n=37), 但此处为 'surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor)'",surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),0.946
785,MeasureName,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='hf-2' 时 MeasureName 多数为 'heart failure patients given an evaluation of left ventricular systolic (lvs) function'(97%, n=39), 但此处为 'heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function'",heart failure patients given an evaluation of left ventricular systolic (lvs) function,0.974
816,MeasureName,pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='pn-5c' 时 MeasureName 多数为 'pneumonia patients given initial antibiotic(s) within 6 hours after arrival'(95%, n=38), 但此处为 'pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl'",pneumonia patients given initial antibiotic(s) within 6 hours after arrival,0.947
915,MeasureName,hearx failure paxienxs given smoking cessaxion advice/counseling,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='hf-4' 时 MeasureName 多数为 'heart failure patients given smoking cessation advice/counseling'(92%, n=40), 但此处为 'hearx failure paxienxs given smoking cessaxion advice/counseling'",heart failure patients given smoking cessation advice/counseling,0.925
997,MeasureName,surgery pxtients who were txking hexrt drugs cxlled betx blockers before coming to the hospitxl who were kept on the betx blockers during the period just before xnd xfter their surgery,VAD,fd:MeasureCode->MeasureName,"违反依赖 MeasureCode->MeasureName: 当 MeasureCode='scip-card-2' 时 MeasureName 多数为 'surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery'(92%, n=40), 但此处为 'surgery pxtients who were txking hexrt drugs cxlled betx blockers before coming to the hospitxl who were kept on the betx blockers during the period just before xnd xfter their surgery'",surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,0.925
193,Stateavg,al_scix-vte-2,VAD,fd:MeasureCode->Stateavg,"违反依赖 MeasureCode->Stateavg: 当 MeasureCode='scip-vte-2' 时 Stateavg 多数为 'al_scip-vte-2'(92%, n=39), 但此处为 'al_scix-vte-2'",al_scip-vte-2,0.923
387,Stateavg,al_hx-2,VAD,fd:MeasureCode->Stateavg,"违反依赖 MeasureCode->Stateavg: 当 MeasureCode='hf-2' 时 Stateavg 多数为 'al_hf-2'(95%, n=39), 但此处为 'al_hx-2'",al_hf-2,0.949
555,Stateavg,al_pn-5x,VAD,fd:MeasureCode->Stateavg,"违反依赖 MeasureCode->Stateavg: 当 MeasureCode='pn-5c' 时 Stateavg 多数为 'al_pn-5c'(95%, n=38), 但此处为 'al_pn-5x'",al_pn-5c,0.947
721,Stateavg,al_amx-7a,VAD,fd:MeasureCode->Stateavg,"违反依赖 MeasureCode->Stateavg: 当 MeasureCode='ami-7a' 时 Stateavg 多数为 'al_ami-7a'(95%, n=39), 但此处为 'al_amx-7a'",al_ami-7a,0.949
764,Stateavg,al_scix-vte-1,VAD,fd:MeasureCode->Stateavg,"违反依赖 MeasureCode->Stateavg: 当 MeasureCode='scip-vte-1' 时 Stateavg 多数为 'al_scip-vte-1'(92%, n=36), 但此处为 'al_scix-vte-1'",al_scip-vte-1,0.917
97,MeasureCode,axi-4,VAD,fd:MeasureName->MeasureCode,"违反依赖 MeasureName->MeasureCode: 当 MeasureName='heart attack patients given smoking cessation advice/counseling' 时 MeasureCode 多数为 'ami-4'(95%, n=40), 但此处为 'axi-4'",ami-4,0.95
120,MeasureCode,axi-2,VAD,fd:MeasureName->MeasureCode,"违反依赖 MeasureName->MeasureCode: 当 MeasureName='heart attack patients given aspirin at discharge' 时 MeasureCode 多数为 'ami-2'(95%, n=39), 但此处为 'axi-2'",ami-2,0.949
190,MeasureCode,scip-inx-4,VAD,fd:MeasureName->MeasureCode,"违反依赖 MeasureName->MeasureCode: 当 MeasureName='all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery' 时 MeasureCode 多数为 'scip-inf-4'(97%, n=34), 但此处为 'scip-inx-4'",scip-inf-4,0.971
464,MeasureCode,sxip-vte-1,VAD,fd:MeasureName->MeasureCode,"违反依赖 MeasureName->MeasureCode: 当 MeasureName='surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries' 时 MeasureCode 多数为 'scip-vte-1'(95%, n=37), 但此处为 'sxip-vte-1'",scip-vte-1,0.946
639,MeasureCode,scip-vtx-1,VAD,fd:MeasureName->MeasureCode,"违反依赖 MeasureName->MeasureCode: 当 MeasureName='surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries' 时 MeasureCode 多数为 'scip-vte-1'(95%, n=37), 但此处为 'scip-vtx-1'",scip-vte-1,0.946
694,MeasureCode,amx-4,VAD,fd:MeasureName->MeasureCode,"违反依赖 MeasureName->MeasureCode: 当 MeasureName='heart attack patients given smoking cessation advice/counseling' 时 MeasureCode 多数为 'ami-4'(95%, n=40), 但此处为 'amx-4'",ami-4,0.95
718,MeasureCode,amx-3,VAD,fd:MeasureName->MeasureCode,"违反依赖 MeasureName->MeasureCode: 当 MeasureName='heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)' 时 MeasureCode 多数为 'ami-3'(97%, n=39), 但此处为 'amx-3'",ami-3,0.974
729,MeasureCode,px-4,VAD,fd:MeasureName->MeasureCode,"违反依赖 MeasureName->MeasureCode: 当 MeasureName='pneumonia patients given smoking cessation advice/counseling' 时 MeasureCode 多数为 'pn-4'(95%, n=40), 但此处为 'px-4'",pn-4,0.95
735,MeasureCode,scix-inf-2,VAD,fd:MeasureName->MeasureCode,"违反依赖 MeasureName->MeasureCode: 当 MeasureName='surgery patients who were given the  right kind  of antibiotic to help prevent infection' 时 MeasureCode 多数为 'scip-inf-2'(97%, n=39), 但此处为 'scix-inf-2'",scip-inf-2,0.974
749,MeasureCode,hx-2,VAD,fd:MeasureName->MeasureCode,"违反依赖 MeasureName->MeasureCode: 当 MeasureName='heart failure patients given an evaluation of left ventricular systolic (lvs) function' 时 MeasureCode 多数为 'hf-2'(95%, n=40), 但此处为 'hx-2'",hf-2,0.95
865,MeasureCode,px-4,VAD,fd:MeasureName->MeasureCode,"违反依赖 MeasureName->MeasureCode: 当 MeasureName='pneumonia patients given smoking cessation advice/counseling' 时 MeasureCode 多数为 'pn-4'(95%, n=40), 但此处为 'px-4'",pn-4,0.95
